date_id,date,year,month,month_name,quarter,weekday,is_weekend
20090331,2009-03-31,2009,3,Mar,1,Tuesday,False
20090401,2009-04-01,2009,4,Apr,2,Wednesday,False
20090402,2009-04-02,2009,4,Apr,2,Thursday,False
20090403,2009-04-03,2009,4,Apr,2,Friday,False
20090404,2009-04-04,2009,4,Apr,2,Saturday,True
20090405,2009-04-05,2009,4,Apr,2,Sunday,True
20090406,2009-04-06,2009,4,Apr,2,Monday,False
20090407,2009-04-07,2009,4,Apr,2,Tuesday,False
20090408,2009-04-08,2009,4,Apr,2,Wednesday,False
20090409,2009-04-09,2009,4,Apr,2,Thursday,False
20090410,2009-04-10,2009,4,Apr,2,Friday,False
20090411,2009-04-11,2009,4,Apr,2,Saturday,True
20090412,2009-04-12,2009,4,Apr,2,Sunday,True
20090413,2009-04-13,2009,4,Apr,2,Monday,False
20090414,2009-04-14,2009,4,Apr,2,Tuesday,False
20090415,2009-04-15,2009,4,Apr,2,Wednesday,False
20090416,2009-04-16,2009,4,Apr,2,Thursday,False
20090417,2009-04-17,2009,4,Apr,2,Friday,False
20090418,2009-04-18,2009,4,Apr,2,Saturday,True
20090419,2009-04-19,2009,4,Apr,2,Sunday,True
20090420,2009-04-20,2009,4,Apr,2,Monday,False
20090421,2009-04-21,2009,4,Apr,2,Tuesday,False
20090422,2009-04-22,2009,4,Apr,2,Wednesday,False
20090423,2009-04-23,2009,4,Apr,2,Thursday,False
20090424,2009-04-24,2009,4,Apr,2,Friday,False
20090425,2009-04-25,2009,4,Apr,2,Saturday,True
20090426,2009-04-26,2009,4,Apr,2,Sunday,True
20090427,2009-04-27,2009,4,Apr,2,Monday,False
20090428,2009-04-28,2009,4,Apr,2,Tuesday,False
20090429,2009-04-29,2009,4,Apr,2,Wednesday,False
20090430,2009-04-30,2009,4,Apr,2,Thursday,False
20090501,2009-05-01,2009,5,May,2,Friday,False
20090502,2009-05-02,2009,5,May,2,Saturday,True
20090503,2009-05-03,2009,5,May,2,Sunday,True
20090504,2009-05-04,2009,5,May,2,Monday,False
20090505,2009-05-05,2009,5,May,2,Tuesday,False
20090506,2009-05-06,2009,5,May,2,Wednesday,False
20090507,2009-05-07,2009,5,May,2,Thursday,False
20090508,2009-05-08,2009,5,May,2,Friday,False
20090509,2009-05-09,2009,5,May,2,Saturday,True
20090510,2009-05-10,2009,5,May,2,Sunday,True
20090511,2009-05-11,2009,5,May,2,Monday,False
20090512,2009-05-12,2009,5,May,2,Tuesday,False
20090513,2009-05-13,2009,5,May,2,Wednesday,False
20090514,2009-05-14,2009,5,May,2,Thursday,False
20090515,2009-05-15,2009,5,May,2,Friday,False
20090516,2009-05-16,2009,5,May,2,Saturday,True
20090517,2009-05-17,2009,5,May,2,Sunday,True
20090518,2009-05-18,2009,5,May,2,Monday,False
20090519,2009-05-19,2009,5,May,2,Tuesday,False
20090520,2009-05-20,2009,5,May,2,Wednesday,False
20090521,2009-05-21,2009,5,May,2,Thursday,False
20090522,2009-05-22,2009,5,May,2,Friday,False
20090523,2009-05-23,2009,5,May,2,Saturday,True
20090524,2009-05-24,2009,5,May,2,Sunday,True
20090525,2009-05-25,2009,5,May,2,Monday,False
20090526,2009-05-26,2009,5,May,2,Tuesday,False
20090527,2009-05-27,2009,5,May,2,Wednesday,False
20090528,2009-05-28,2009,5,May,2,Thursday,False
20090529,2009-05-29,2009,5,May,2,Friday,False
20090530,2009-05-30,2009,5,May,2,Saturday,True
20090531,2009-05-31,2009,5,May,2,Sunday,True
20090601,2009-06-01,2009,6,Jun,2,Monday,False
20090602,2009-06-02,2009,6,Jun,2,Tuesday,False
20090603,2009-06-03,2009,6,Jun,2,Wednesday,False
20090604,2009-06-04,2009,6,Jun,2,Thursday,False
20090605,2009-06-05,2009,6,Jun,2,Friday,False
20090606,2009-06-06,2009,6,Jun,2,Saturday,True
20090607,2009-06-07,2009,6,Jun,2,Sunday,True
20090608,2009-06-08,2009,6,Jun,2,Monday,False
20090609,2009-06-09,2009,6,Jun,2,Tuesday,False
20090610,2009-06-10,2009,6,Jun,2,Wednesday,False
20090611,2009-06-11,2009,6,Jun,2,Thursday,False
20090612,2009-06-12,2009,6,Jun,2,Friday,False
20090613,2009-06-13,2009,6,Jun,2,Saturday,True
20090614,2009-06-14,2009,6,Jun,2,Sunday,True
20090615,2009-06-15,2009,6,Jun,2,Monday,False
20090616,2009-06-16,2009,6,Jun,2,Tuesday,False
20090617,2009-06-17,2009,6,Jun,2,Wednesday,False
20090618,2009-06-18,2009,6,Jun,2,Thursday,False
20090619,2009-06-19,2009,6,Jun,2,Friday,False
20090620,2009-06-20,2009,6,Jun,2,Saturday,True
20090621,2009-06-21,2009,6,Jun,2,Sunday,True
20090622,2009-06-22,2009,6,Jun,2,Monday,False
20090623,2009-06-23,2009,6,Jun,2,Tuesday,False
20090624,2009-06-24,2009,6,Jun,2,Wednesday,False
20090625,2009-06-25,2009,6,Jun,2,Thursday,False
20090626,2009-06-26,2009,6,Jun,2,Friday,False
20090627,2009-06-27,2009,6,Jun,2,Saturday,True
20090628,2009-06-28,2009,6,Jun,2,Sunday,True
20090629,2009-06-29,2009,6,Jun,2,Monday,False
20090630,2009-06-30,2009,6,Jun,2,Tuesday,False
20090701,2009-07-01,2009,7,Jul,3,Wednesday,False
20090702,2009-07-02,2009,7,Jul,3,Thursday,False
20090703,2009-07-03,2009,7,Jul,3,Friday,False
20090704,2009-07-04,2009,7,Jul,3,Saturday,True
20090705,2009-07-05,2009,7,Jul,3,Sunday,True
20090706,2009-07-06,2009,7,Jul,3,Monday,False
20090707,2009-07-07,2009,7,Jul,3,Tuesday,False
20090708,2009-07-08,2009,7,Jul,3,Wednesday,False
20090709,2009-07-09,2009,7,Jul,3,Thursday,False
20090710,2009-07-10,2009,7,Jul,3,Friday,False
20090711,2009-07-11,2009,7,Jul,3,Saturday,True
20090712,2009-07-12,2009,7,Jul,3,Sunday,True
20090713,2009-07-13,2009,7,Jul,3,Monday,False
20090714,2009-07-14,2009,7,Jul,3,Tuesday,False
20090715,2009-07-15,2009,7,Jul,3,Wednesday,False
20090716,2009-07-16,2009,7,Jul,3,Thursday,False
20090717,2009-07-17,2009,7,Jul,3,Friday,False
20090718,2009-07-18,2009,7,Jul,3,Saturday,True
20090719,2009-07-19,2009,7,Jul,3,Sunday,True
20090720,2009-07-20,2009,7,Jul,3,Monday,False
20090721,2009-07-21,2009,7,Jul,3,Tuesday,False
20090722,2009-07-22,2009,7,Jul,3,Wednesday,False
20090723,2009-07-23,2009,7,Jul,3,Thursday,False
20090724,2009-07-24,2009,7,Jul,3,Friday,False
20090725,2009-07-25,2009,7,Jul,3,Saturday,True
20090726,2009-07-26,2009,7,Jul,3,Sunday,True
20090727,2009-07-27,2009,7,Jul,3,Monday,False
20090728,2009-07-28,2009,7,Jul,3,Tuesday,False
20090729,2009-07-29,2009,7,Jul,3,Wednesday,False
20090730,2009-07-30,2009,7,Jul,3,Thursday,False
20090731,2009-07-31,2009,7,Jul,3,Friday,False
20090801,2009-08-01,2009,8,Aug,3,Saturday,True
20090802,2009-08-02,2009,8,Aug,3,Sunday,True
20090803,2009-08-03,2009,8,Aug,3,Monday,False
20090804,2009-08-04,2009,8,Aug,3,Tuesday,False
20090805,2009-08-05,2009,8,Aug,3,Wednesday,False
20090806,2009-08-06,2009,8,Aug,3,Thursday,False
20090807,2009-08-07,2009,8,Aug,3,Friday,False
20090808,2009-08-08,2009,8,Aug,3,Saturday,True
20090809,2009-08-09,2009,8,Aug,3,Sunday,True
20090810,2009-08-10,2009,8,Aug,3,Monday,False
20090811,2009-08-11,2009,8,Aug,3,Tuesday,False
20090812,2009-08-12,2009,8,Aug,3,Wednesday,False
20090813,2009-08-13,2009,8,Aug,3,Thursday,False
20090814,2009-08-14,2009,8,Aug,3,Friday,False
20090815,2009-08-15,2009,8,Aug,3,Saturday,True
20090816,2009-08-16,2009,8,Aug,3,Sunday,True
20090817,2009-08-17,2009,8,Aug,3,Monday,False
20090818,2009-08-18,2009,8,Aug,3,Tuesday,False
20090819,2009-08-19,2009,8,Aug,3,Wednesday,False
20090820,2009-08-20,2009,8,Aug,3,Thursday,False
20090821,2009-08-21,2009,8,Aug,3,Friday,False
20090822,2009-08-22,2009,8,Aug,3,Saturday,True
20090823,2009-08-23,2009,8,Aug,3,Sunday,True
20090824,2009-08-24,2009,8,Aug,3,Monday,False
20090825,2009-08-25,2009,8,Aug,3,Tuesday,False
20090826,2009-08-26,2009,8,Aug,3,Wednesday,False
20090827,2009-08-27,2009,8,Aug,3,Thursday,False
20090828,2009-08-28,2009,8,Aug,3,Friday,False
20090829,2009-08-29,2009,8,Aug,3,Saturday,True
20090830,2009-08-30,2009,8,Aug,3,Sunday,True
20090831,2009-08-31,2009,8,Aug,3,Monday,False
20090901,2009-09-01,2009,9,Sep,3,Tuesday,False
20090902,2009-09-02,2009,9,Sep,3,Wednesday,False
20090903,2009-09-03,2009,9,Sep,3,Thursday,False
20090904,2009-09-04,2009,9,Sep,3,Friday,False
20090905,2009-09-05,2009,9,Sep,3,Saturday,True
20090906,2009-09-06,2009,9,Sep,3,Sunday,True
20090907,2009-09-07,2009,9,Sep,3,Monday,False
20090908,2009-09-08,2009,9,Sep,3,Tuesday,False
20090909,2009-09-09,2009,9,Sep,3,Wednesday,False
20090910,2009-09-10,2009,9,Sep,3,Thursday,False
20090911,2009-09-11,2009,9,Sep,3,Friday,False
20090912,2009-09-12,2009,9,Sep,3,Saturday,True
20090913,2009-09-13,2009,9,Sep,3,Sunday,True
20090914,2009-09-14,2009,9,Sep,3,Monday,False
20090915,2009-09-15,2009,9,Sep,3,Tuesday,False
20090916,2009-09-16,2009,9,Sep,3,Wednesday,False
20090917,2009-09-17,2009,9,Sep,3,Thursday,False
20090918,2009-09-18,2009,9,Sep,3,Friday,False
20090919,2009-09-19,2009,9,Sep,3,Saturday,True
20090920,2009-09-20,2009,9,Sep,3,Sunday,True
20090921,2009-09-21,2009,9,Sep,3,Monday,False
20090922,2009-09-22,2009,9,Sep,3,Tuesday,False
20090923,2009-09-23,2009,9,Sep,3,Wednesday,False
20090924,2009-09-24,2009,9,Sep,3,Thursday,False
20090925,2009-09-25,2009,9,Sep,3,Friday,False
20090926,2009-09-26,2009,9,Sep,3,Saturday,True
20090927,2009-09-27,2009,9,Sep,3,Sunday,True
20090928,2009-09-28,2009,9,Sep,3,Monday,False
20090929,2009-09-29,2009,9,Sep,3,Tuesday,False
20090930,2009-09-30,2009,9,Sep,3,Wednesday,False
20091001,2009-10-01,2009,10,Oct,4,Thursday,False
20091002,2009-10-02,2009,10,Oct,4,Friday,False
20091003,2009-10-03,2009,10,Oct,4,Saturday,True
20091004,2009-10-04,2009,10,Oct,4,Sunday,True
20091005,2009-10-05,2009,10,Oct,4,Monday,False
20091006,2009-10-06,2009,10,Oct,4,Tuesday,False
20091007,2009-10-07,2009,10,Oct,4,Wednesday,False
20091008,2009-10-08,2009,10,Oct,4,Thursday,False
20091009,2009-10-09,2009,10,Oct,4,Friday,False
20091010,2009-10-10,2009,10,Oct,4,Saturday,True
20091011,2009-10-11,2009,10,Oct,4,Sunday,True
20091012,2009-10-12,2009,10,Oct,4,Monday,False
20091013,2009-10-13,2009,10,Oct,4,Tuesday,False
20091014,2009-10-14,2009,10,Oct,4,Wednesday,False
20091015,2009-10-15,2009,10,Oct,4,Thursday,False
20091016,2009-10-16,2009,10,Oct,4,Friday,False
20091017,2009-10-17,2009,10,Oct,4,Saturday,True
20091018,2009-10-18,2009,10,Oct,4,Sunday,True
20091019,2009-10-19,2009,10,Oct,4,Monday,False
20091020,2009-10-20,2009,10,Oct,4,Tuesday,False
20091021,2009-10-21,2009,10,Oct,4,Wednesday,False
20091022,2009-10-22,2009,10,Oct,4,Thursday,False
20091023,2009-10-23,2009,10,Oct,4,Friday,False
20091024,2009-10-24,2009,10,Oct,4,Saturday,True
20091025,2009-10-25,2009,10,Oct,4,Sunday,True
20091026,2009-10-26,2009,10,Oct,4,Monday,False
20091027,2009-10-27,2009,10,Oct,4,Tuesday,False
20091028,2009-10-28,2009,10,Oct,4,Wednesday,False
20091029,2009-10-29,2009,10,Oct,4,Thursday,False
20091030,2009-10-30,2009,10,Oct,4,Friday,False
20091031,2009-10-31,2009,10,Oct,4,Saturday,True
20091101,2009-11-01,2009,11,Nov,4,Sunday,True
20091102,2009-11-02,2009,11,Nov,4,Monday,False
20091103,2009-11-03,2009,11,Nov,4,Tuesday,False
20091104,2009-11-04,2009,11,Nov,4,Wednesday,False
20091105,2009-11-05,2009,11,Nov,4,Thursday,False
20091106,2009-11-06,2009,11,Nov,4,Friday,False
20091107,2009-11-07,2009,11,Nov,4,Saturday,True
20091108,2009-11-08,2009,11,Nov,4,Sunday,True
20091109,2009-11-09,2009,11,Nov,4,Monday,False
20091110,2009-11-10,2009,11,Nov,4,Tuesday,False
20091111,2009-11-11,2009,11,Nov,4,Wednesday,False
20091112,2009-11-12,2009,11,Nov,4,Thursday,False
20091113,2009-11-13,2009,11,Nov,4,Friday,False
20091114,2009-11-14,2009,11,Nov,4,Saturday,True
20091115,2009-11-15,2009,11,Nov,4,Sunday,True
20091116,2009-11-16,2009,11,Nov,4,Monday,False
20091117,2009-11-17,2009,11,Nov,4,Tuesday,False
20091118,2009-11-18,2009,11,Nov,4,Wednesday,False
20091119,2009-11-19,2009,11,Nov,4,Thursday,False
20091120,2009-11-20,2009,11,Nov,4,Friday,False
20091121,2009-11-21,2009,11,Nov,4,Saturday,True
20091122,2009-11-22,2009,11,Nov,4,Sunday,True
20091123,2009-11-23,2009,11,Nov,4,Monday,False
20091124,2009-11-24,2009,11,Nov,4,Tuesday,False
20091125,2009-11-25,2009,11,Nov,4,Wednesday,False
20091126,2009-11-26,2009,11,Nov,4,Thursday,False
20091127,2009-11-27,2009,11,Nov,4,Friday,False
20091128,2009-11-28,2009,11,Nov,4,Saturday,True
20091129,2009-11-29,2009,11,Nov,4,Sunday,True
20091130,2009-11-30,2009,11,Nov,4,Monday,False
20091201,2009-12-01,2009,12,Dec,4,Tuesday,False
20091202,2009-12-02,2009,12,Dec,4,Wednesday,False
20091203,2009-12-03,2009,12,Dec,4,Thursday,False
20091204,2009-12-04,2009,12,Dec,4,Friday,False
20091205,2009-12-05,2009,12,Dec,4,Saturday,True
20091206,2009-12-06,2009,12,Dec,4,Sunday,True
20091207,2009-12-07,2009,12,Dec,4,Monday,False
20091208,2009-12-08,2009,12,Dec,4,Tuesday,False
20091209,2009-12-09,2009,12,Dec,4,Wednesday,False
20091210,2009-12-10,2009,12,Dec,4,Thursday,False
20091211,2009-12-11,2009,12,Dec,4,Friday,False
20091212,2009-12-12,2009,12,Dec,4,Saturday,True
20091213,2009-12-13,2009,12,Dec,4,Sunday,True
20091214,2009-12-14,2009,12,Dec,4,Monday,False
20091215,2009-12-15,2009,12,Dec,4,Tuesday,False
20091216,2009-12-16,2009,12,Dec,4,Wednesday,False
20091217,2009-12-17,2009,12,Dec,4,Thursday,False
20091218,2009-12-18,2009,12,Dec,4,Friday,False
20091219,2009-12-19,2009,12,Dec,4,Saturday,True
20091220,2009-12-20,2009,12,Dec,4,Sunday,True
20091221,2009-12-21,2009,12,Dec,4,Monday,False
20091222,2009-12-22,2009,12,Dec,4,Tuesday,False
20091223,2009-12-23,2009,12,Dec,4,Wednesday,False
20091224,2009-12-24,2009,12,Dec,4,Thursday,False
20091225,2009-12-25,2009,12,Dec,4,Friday,False
20091226,2009-12-26,2009,12,Dec,4,Saturday,True
20091227,2009-12-27,2009,12,Dec,4,Sunday,True
20091228,2009-12-28,2009,12,Dec,4,Monday,False
20091229,2009-12-29,2009,12,Dec,4,Tuesday,False
20091230,2009-12-30,2009,12,Dec,4,Wednesday,False
20091231,2009-12-31,2009,12,Dec,4,Thursday,False
20100101,2010-01-01,2010,1,Jan,1,Friday,False
20100102,2010-01-02,2010,1,Jan,1,Saturday,True
20100103,2010-01-03,2010,1,Jan,1,Sunday,True
20100104,2010-01-04,2010,1,Jan,1,Monday,False
20100105,2010-01-05,2010,1,Jan,1,Tuesday,False
20100106,2010-01-06,2010,1,Jan,1,Wednesday,False
20100107,2010-01-07,2010,1,Jan,1,Thursday,False
20100108,2010-01-08,2010,1,Jan,1,Friday,False
20100109,2010-01-09,2010,1,Jan,1,Saturday,True
20100110,2010-01-10,2010,1,Jan,1,Sunday,True
20100111,2010-01-11,2010,1,Jan,1,Monday,False
20100112,2010-01-12,2010,1,Jan,1,Tuesday,False
20100113,2010-01-13,2010,1,Jan,1,Wednesday,False
20100114,2010-01-14,2010,1,Jan,1,Thursday,False
20100115,2010-01-15,2010,1,Jan,1,Friday,False
20100116,2010-01-16,2010,1,Jan,1,Saturday,True
20100117,2010-01-17,2010,1,Jan,1,Sunday,True
20100118,2010-01-18,2010,1,Jan,1,Monday,False
20100119,2010-01-19,2010,1,Jan,1,Tuesday,False
20100120,2010-01-20,2010,1,Jan,1,Wednesday,False
20100121,2010-01-21,2010,1,Jan,1,Thursday,False
20100122,2010-01-22,2010,1,Jan,1,Friday,False
20100123,2010-01-23,2010,1,Jan,1,Saturday,True
20100124,2010-01-24,2010,1,Jan,1,Sunday,True
20100125,2010-01-25,2010,1,Jan,1,Monday,False
20100126,2010-01-26,2010,1,Jan,1,Tuesday,False
20100127,2010-01-27,2010,1,Jan,1,Wednesday,False
20100128,2010-01-28,2010,1,Jan,1,Thursday,False
20100129,2010-01-29,2010,1,Jan,1,Friday,False
20100130,2010-01-30,2010,1,Jan,1,Saturday,True
20100131,2010-01-31,2010,1,Jan,1,Sunday,True
20100201,2010-02-01,2010,2,Feb,1,Monday,False
20100202,2010-02-02,2010,2,Feb,1,Tuesday,False
20100203,2010-02-03,2010,2,Feb,1,Wednesday,False
20100204,2010-02-04,2010,2,Feb,1,Thursday,False
20100205,2010-02-05,2010,2,Feb,1,Friday,False
20100206,2010-02-06,2010,2,Feb,1,Saturday,True
20100207,2010-02-07,2010,2,Feb,1,Sunday,True
20100208,2010-02-08,2010,2,Feb,1,Monday,False
20100209,2010-02-09,2010,2,Feb,1,Tuesday,False
20100210,2010-02-10,2010,2,Feb,1,Wednesday,False
20100211,2010-02-11,2010,2,Feb,1,Thursday,False
20100212,2010-02-12,2010,2,Feb,1,Friday,False
20100213,2010-02-13,2010,2,Feb,1,Saturday,True
20100214,2010-02-14,2010,2,Feb,1,Sunday,True
20100215,2010-02-15,2010,2,Feb,1,Monday,False
20100216,2010-02-16,2010,2,Feb,1,Tuesday,False
20100217,2010-02-17,2010,2,Feb,1,Wednesday,False
20100218,2010-02-18,2010,2,Feb,1,Thursday,False
20100219,2010-02-19,2010,2,Feb,1,Friday,False
20100220,2010-02-20,2010,2,Feb,1,Saturday,True
20100221,2010-02-21,2010,2,Feb,1,Sunday,True
20100222,2010-02-22,2010,2,Feb,1,Monday,False
20100223,2010-02-23,2010,2,Feb,1,Tuesday,False
20100224,2010-02-24,2010,2,Feb,1,Wednesday,False
20100225,2010-02-25,2010,2,Feb,1,Thursday,False
20100226,2010-02-26,2010,2,Feb,1,Friday,False
20100227,2010-02-27,2010,2,Feb,1,Saturday,True
20100228,2010-02-28,2010,2,Feb,1,Sunday,True
20100301,2010-03-01,2010,3,Mar,1,Monday,False
20100302,2010-03-02,2010,3,Mar,1,Tuesday,False
20100303,2010-03-03,2010,3,Mar,1,Wednesday,False
20100304,2010-03-04,2010,3,Mar,1,Thursday,False
20100305,2010-03-05,2010,3,Mar,1,Friday,False
20100306,2010-03-06,2010,3,Mar,1,Saturday,True
20100307,2010-03-07,2010,3,Mar,1,Sunday,True
20100308,2010-03-08,2010,3,Mar,1,Monday,False
20100309,2010-03-09,2010,3,Mar,1,Tuesday,False
20100310,2010-03-10,2010,3,Mar,1,Wednesday,False
20100311,2010-03-11,2010,3,Mar,1,Thursday,False
20100312,2010-03-12,2010,3,Mar,1,Friday,False
20100313,2010-03-13,2010,3,Mar,1,Saturday,True
20100314,2010-03-14,2010,3,Mar,1,Sunday,True
20100315,2010-03-15,2010,3,Mar,1,Monday,False
20100316,2010-03-16,2010,3,Mar,1,Tuesday,False
20100317,2010-03-17,2010,3,Mar,1,Wednesday,False
20100318,2010-03-18,2010,3,Mar,1,Thursday,False
20100319,2010-03-19,2010,3,Mar,1,Friday,False
20100320,2010-03-20,2010,3,Mar,1,Saturday,True
20100321,2010-03-21,2010,3,Mar,1,Sunday,True
20100322,2010-03-22,2010,3,Mar,1,Monday,False
20100323,2010-03-23,2010,3,Mar,1,Tuesday,False
20100324,2010-03-24,2010,3,Mar,1,Wednesday,False
20100325,2010-03-25,2010,3,Mar,1,Thursday,False
20100326,2010-03-26,2010,3,Mar,1,Friday,False
20100327,2010-03-27,2010,3,Mar,1,Saturday,True
20100328,2010-03-28,2010,3,Mar,1,Sunday,True
20100329,2010-03-29,2010,3,Mar,1,Monday,False
20100330,2010-03-30,2010,3,Mar,1,Tuesday,False
20100331,2010-03-31,2010,3,Mar,1,Wednesday,False
20100401,2010-04-01,2010,4,Apr,2,Thursday,False
20100402,2010-04-02,2010,4,Apr,2,Friday,False
20100403,2010-04-03,2010,4,Apr,2,Saturday,True
20100404,2010-04-04,2010,4,Apr,2,Sunday,True
20100405,2010-04-05,2010,4,Apr,2,Monday,False
20100406,2010-04-06,2010,4,Apr,2,Tuesday,False
20100407,2010-04-07,2010,4,Apr,2,Wednesday,False
20100408,2010-04-08,2010,4,Apr,2,Thursday,False
20100409,2010-04-09,2010,4,Apr,2,Friday,False
20100410,2010-04-10,2010,4,Apr,2,Saturday,True
20100411,2010-04-11,2010,4,Apr,2,Sunday,True
20100412,2010-04-12,2010,4,Apr,2,Monday,False
20100413,2010-04-13,2010,4,Apr,2,Tuesday,False
20100414,2010-04-14,2010,4,Apr,2,Wednesday,False
20100415,2010-04-15,2010,4,Apr,2,Thursday,False
20100416,2010-04-16,2010,4,Apr,2,Friday,False
20100417,2010-04-17,2010,4,Apr,2,Saturday,True
20100418,2010-04-18,2010,4,Apr,2,Sunday,True
20100419,2010-04-19,2010,4,Apr,2,Monday,False
20100420,2010-04-20,2010,4,Apr,2,Tuesday,False
20100421,2010-04-21,2010,4,Apr,2,Wednesday,False
20100422,2010-04-22,2010,4,Apr,2,Thursday,False
20100423,2010-04-23,2010,4,Apr,2,Friday,False
20100424,2010-04-24,2010,4,Apr,2,Saturday,True
20100425,2010-04-25,2010,4,Apr,2,Sunday,True
20100426,2010-04-26,2010,4,Apr,2,Monday,False
20100427,2010-04-27,2010,4,Apr,2,Tuesday,False
