row_id,order_id,customer_id,product_id,region_id,order_date_id,ship_date_id,order_priority,ship_mode,quantity,unit_price,discount,sales,profit,shipping_cost,product_base_margin,shipping_days,profit_margin_pct,is_loss_making
471,3232,23,40,1,20121008,20121010,Critical,Regular Air,5,7.84,0.06,42.66,-11.83,4.71,0.35,2,-27.73089545241444,True
513,3524,24,41,1,20120502,20120503,High,Regular Air,21,18.97,0.0,427.32,52.35,9.03,0.37,1,12.250772254984556,False
577,3908,25,42,1,20100308,20100308,Medium,Regular Air,8,115.99,0.0,820.284,-180.2,2.5,0.57,0,-21.96800132636989,True
606,4132,26,43,1,20110528,20110530,Not Specified,Regular Air,5,2.88,0.01,14.76,1.32,0.5,0.36,2,8.94308943089431,False
656,4612,13,44,1,20100919,20100921,Medium,Regular Air,9,4.48,0.06,89.55,-375.64,49.0,0.6,2,-419.4751535455053,True
669,4676,16,45,1,20110831,20110901,High,Regular Air,11,125.99,0.04,1210.0515,-104.25,7.69,0.58,1,-8.615335793559199,True
670,4676,16,46,1,20110831,20110902,High,Regular Air,50,3.75,0.03,187.83,85.96,0.5,0.37,2,45.76478730767183,False
671,4676,16,47,1,20110831,20110902,High,Express Air,3,12.28,0.07,49.59,-8.38,6.47,0.38,2,-16.898568259729785,True
672,4676,16,20,1,20110831,20110901,High,Regular Air,30,155.99,0.01,4253.009,1115.69,8.99,0.58,1,26.232956478577872,False
734,5284,16,3,1,20110708,20110710,Not Specified,Regular Air,7,8.69,0.1,59.38,-3.05,2.99,0.39,2,-5.136409565510273,True
735,5316,3,48,1,20090130,20090201,Critical,Regular Air,42,31.78,0.1,1285.37,514.07,1.99,0.42,2,39.9939317083797,False
755,5409,27,49,1,20120108,20120113,Low,Regular Air,11,3.98,0.01,48.91,-7.04,2.97,0.35,5,-14.3937845021468,True
769,5506,28,50,1,20101107,20101108,Critical,Regular Air,22,5.88,0.05,129.62,4.41,3.04,0.36,1,3.40225273877488,False
782,5569,29,51,1,20100429,20100501,Not Specified,Regular Air,12,9.65,0.09,118.97,-0.06,6.22,0.55,2,-0.05043288223921997,True
786,5607,30,52,1,20111231,20120103,Not Specified,Regular Air,8,7.99,0.0,61.8715,-50.33,5.03,0.6,3,-81.34601553219173,True
817,5894,31,53,1,20090812,20090813,High,Regular Air,7,58.1,0.1,384.33,87.68,1.49,0.38,1,22.813727786017225,False
818,5894,31,54,1,20090812,20090815,High,Regular Air,3,80.48,0.01,239.03,-68.22,4.5,0.55,3,-28.540350583608753,True
821,5925,32,55,1,20111112,20111119,Low,Regular Air,44,92.23,0.08,3922.42,-354.9,39.61,0.67,7,-9.04798568230837,True
822,5925,32,56,1,20111112,20111119,Low,Regular Air,25,85.99,0.07,1733.3625,-267.01,0.99,0.85,7,-15.404163872242535,True
839,6016,33,57,1,20120120,20120120,High,Regular Air,19,11.48,0.07,208.28,3.63,5.43,0.36,0,1.7428461686191665,False
853,6116,34,58,1,20090320,20090322,Medium,Regular Air,6,1637.53,0.04,9620.82,-1759.58,24.49,0.81,2,-18.2892934282109,True
863,6182,35,59,1,20120721,20120728,Low,Regular Air,40,6.48,0.04,255.48,-116.79,6.65,0.36,7,-45.71395021136684,True
864,6182,35,60,1,20120721,20120725,Low,Express Air,18,6.48,0.04,130.32,-67.28,7.86,0.37,4,-51.6267648864334,True
911,6535,36,61,1,20120612,20120615,Critical,Express Air,11,28.15,0.07,312.36,-19.33,8.99,0.57,3,-6.188372390831091,True
950,6884,33,62,1,20090115,20090120,Low,Regular Air,41,4.98,0.01,217.0,-61.21,4.75,0.36,5,-28.207373271889402,True
951,6884,33,63,1,20090115,20090120,Low,Regular Air,47,6.35,0.04,296.13,119.09,1.02,0.39,5,40.21544591902205,False
956,6916,37,64,1,20100604,20100608,Low,Express Air,40,10.9,0.08,436.17,-141.27,7.46,0.59,4,-32.3887475067061,True
963,6980,38,7,1,20100218,20100219,Not Specified,Regular Air,18,7.3,0.05,136.29,-77.28,7.72,0.38,1,-56.70261941448383,True
964,6982,25,65,1,20111116,20111118,Not Specified,Express Air,32,39.48,0.0,1311.25,407.44,1.99,0.54,2,31.072640610104862,False
965,6982,25,66,1,20111116,20111118,Not Specified,Delivery Truck,5,100.98,0.09,544.41,-338.27,57.38,0.78,2,-62.135155489428925,True
966,6982,25,67,1,20111116,20111118,Not Specified,Regular Air,41,19.98,0.04,844.09,52.56,10.49,0.49,2,6.226824153822459,False
988,7110,35,68,1,20110807,20110811,Low,Regular Air,22,276.2,0.02,6396.2,1902.24,24.49,0.6,4,29.740158218942497,False
1017,7430,34,69,1,20100608,20100609,Medium,Regular Air,50,15.67,0.05,751.77,353.2,1.39,0.38,1,46.982454740146586,False
1073,7906,39,70,1,20091017,20091017,Medium,Regular Air,37,25.98,0.03,1003.06,271.78,5.37,0.5,0,27.095089027575618,False
1154,8391,40,71,1,20110828,20110829,High,Delivery Truck,4,300.98,0.04,1266.72,-268.36,64.73,0.56,1,-21.185423771630667,True
1156,8419,24,72,1,20110929,20111001,Critical,Express Air,19,19.98,0.07,368.04,70.39,5.97,0.38,2,19.12563851755244,False
1157,8419,24,73,1,20110929,20110930,Critical,Regular Air,24,6.48,0.1,152.6,-86.62,7.03,0.37,1,-56.76277850589777,True
1205,8833,24,74,1,20120504,20120508,Low,Regular Air,40,80.98,0.0,3338.98,-846.73,35.0,0.81,4,-25.35894195233275,True
1226,8995,39,75,1,20110517,20110518,High,Express Air,5,1.88,0.08,24.16,8.05,1.49,0.37,1,33.319536423841065,False
1227,8995,39,76,2,20110517,20110518,High,Express Air,41,6.48,0.1,270.84,-78.02,5.86,0.36,1,-28.806675527987007,True
1228,8995,39,77,2,20110517,20110518,High,Express Air,35,102.3,0.08,3389.93,737.94,21.26,0.59,1,21.768591091851455,False
1229,8995,39,78,2,20110517,20110518,High,Regular Air,42,6.48,0.07,266.36,-191.28,8.19,0.37,1,-71.81258447214296,True
1230,8995,39,79,2,20110517,20110519,High,Regular Air,46,1.89,0.01,89.41,-21.49,0.76,0.83,2,-24.035342802818477,True
1258,9126,40,80,2,20091117,20091118,Medium,Regular Air,47,62.05,0.04,2799.7,884.08,3.99,0.55,1,31.577669035968142,False
1259,9127,41,81,2,20111010,20111012,Not Specified,Express Air,7,279.48,0.04,2039.56,-329.49,35.0,0.8,2,-16.154954990292023,True
1299,9509,32,82,2,20121007,20121008,Not Specified,Delivery Truck,36,320.98,0.02,12175.82,2825.15,58.95,0.57,1,23.202954708594575,False
1300,9509,32,83,2,20121007,20121008,Not Specified,Express Air,5,18.97,0.1,101.21,2.13,5.21,0.37,1,2.1045351249876494,False
1301,9509,32,84,2,20121007,20121007,Not Specified,Regular Air,32,48.91,0.02,1585.64,707.15,5.81,0.38,0,44.597134280164475,False
1337,9763,18,85,2,20110813,20110816,Medium,Regular Air,44,4.13,0.07,176.26,75.13,0.5,0.39,3,42.62453194145013,False
1370,9927,35,86,2,20110816,20110817,High,Delivery Truck,32,140.98,0.0,4655.07,-270.63,53.48,0.65,1,-5.813661233880479,True
1371,9927,35,87,2,20110816,20110817,High,Regular Air,44,218.08,0.01,10087.6,3387.35,18.06,0.57,1,33.57934493834014,False
1372,9927,35,88,2,20110816,20110817,High,Express Air,34,50.98,0.09,1608.08,-82.16,6.5,0.73,1,-5.109198547335954,True
1380,10022,42,89,2,20090304,20090304,Low,Regular Air,1,10.14,0.06,12.18,-3.88,2.27,0.36,0,-31.85550082101806,True
1445,10437,27,23,2,20090818,20090820,Critical,Regular Air,50,15.99,0.01,820.52,-191.22,13.18,0.37,2,-23.304733583581143,True
1457,10499,43,90,2,20101116,20101117,Not Specified,Delivery Truck,29,262.11,0.01,6250.936,31.21,62.74,0.75,1,0.4992852270443979,False
1462,10535,43,91,2,20110527,20110529,Low,Regular Air,25,33.98,0.09,854.88,-44.14,19.99,0.55,2,-5.163297772786824,True
1463,10535,43,92,2,20110527,20110603,Low,Regular Air,46,1.76,0.09,80.27,-0.79,0.7,0.56,7,-0.9841783979070637,True
1495,10789,44,93,2,20100823,20100824,Not Specified,Express Air,15,19.84,0.0,308.54,76.42,4.1,0.44,1,24.76826343423867,False
1496,10791,45,94,2,20110819,20110821,Not Specified,Regular Air,20,19.98,0.05,400.57,93.36,5.77,0.38,2,23.30678782734603,False
1513,10945,38,95,2,20120103,20120105,Medium,Regular Air,14,95.99,0.04,1170.025,4.22,8.99,0.57,2,0.36067605393047153,False
1544,11137,11,96,2,20121129,20121130,High,Regular Air,48,111.03,0.1,5188.86,395.12,8.64,0.78,1,7.614774728938534,False
1551,11202,34,97,2,20120317,20120318,Medium,Regular Air,8,43.41,0.05,339.81,79.59,2.99,0.39,1,23.421912245078133,False
1589,11456,43,98,2,20100412,20100419,Low,Regular Air,15,105.34,0.09,1519.9,399.37,24.49,0.61,7,26.27607079413119,False
1590,11460,46,99,2,20100824,20100826,High,Regular Air,30,3.69,0.09,102.24,37.79,0.5,0.38,2,36.962050078247266,False
1594,11495,47,100,2,20110704,20110705,High,Delivery Truck,6,146.34,0.0,965.69,-144.2,43.75,0.65,1,-14.932328179850675,True
1654,11911,22,101,2,20101110,20101112,Critical,Regular Air,25,15.22,0.0,397.84,-14.75,9.73,0.36,2,-3.707520611301026,True
1655,11941,44,102,2,20100624,20100625,Critical,Regular Air,4,15.7,0.08,73.07,-41.01,11.25,0.6,1,-56.12426440399617,True
1656,11941,44,103,2,20100624,20100625,Critical,Delivery Truck,26,179.29,0.05,4679.1,111.52,29.21,0.74,1,2.3833643221987133,False
1675,12096,30,104,2,20120919,20120919,Medium,Regular Air,46,200.99,0.02,8009.5925,2332.4,8.08,0.59,0,29.120083200237715,False
1676,12096,30,105,2,20120919,20120921,Medium,Regular Air,23,194.3,0.01,4689.66,2176.19,11.54,0.59,2,46.4040037017609,False
1710,12289,47,106,2,20111224,20111228,Low,Regular Air,25,120.97,0.04,3019.41,1269.05,7.11,0.36,4,42.0297342858373,False
1718,12352,48,107,2,20120323,20120324,Medium,Regular Air,5,5.81,0.07,36.86,-32.82,8.49,0.39,1,-89.03960933260987,True
1727,12419,40,108,2,20111015,20111017,Critical,Regular Air,12,1938.02,0.06,22079.47,5322.14,13.99,0.38,2,24.104473522235814,False
1745,12485,49,109,2,20100807,20100808,Critical,Delivery Truck,24,226.67,0.04,5407.31,1068.48,28.16,0.59,1,19.759917593036093,False
1751,12544,13,110,2,20090303,20090310,Low,Regular Air,34,2.08,0.08,74.3,-129.01,5.33,0.43,7,-173.63391655450874,True
1770,12704,50,111,2,20100209,20100209,Low,Regular Air,44,499.99,0.06,21506.77,1260.51,24.49,0.36,0,5.860991678434279,False
1771,12704,50,112,2,20100209,20100211,Low,Delivery Truck,28,20.98,0.02,669.02,-1274.02,53.03,0.78,2,-190.4307793488984,True
1781,12771,50,113,2,20090117,20090117,Critical,Regular Air,40,30.53,0.08,1143.49,-193.44,19.99,0.39,0,-16.916632414800304,True
1782,12771,50,114,2,20090117,20090119,Critical,Regular Air,46,1.68,0.01,78.08,-43.1,1.57,0.59,2,-55.19979508196722,True
1806,12929,13,115,2,20100830,20100831,Critical,Delivery Truck,19,270.98,0.02,5297.47,-158.93,50.0,0.77,1,-3.0001113739200034,True
1807,12929,13,116,2,20100830,20100831,Critical,Regular Air,20,4.48,0.0,95.3,29.68,1.22,0.36,1,31.143756558237147,False
1842,13280,17,64,2,20090911,20090912,High,Regular Air,40,10.9,0.01,460.68,-116.76,7.46,0.59,1,-25.345141964053138,True
1843,13280,17,52,2,20090911,20090912,High,Regular Air,49,7.99,0.1,318.7585,-160.95,5.03,0.6,1,-50.49277117316086,True
1848,13313,33,117,2,20090716,20090717,Not Specified,Regular Air,47,21.66,0.04,1020.61,-209.61,13.99,0.52,1,-20.537717639450918,True
1855,13346,43,118,2,20121115,20121120,Low,Regular Air,44,6.48,0.09,268.34,-240.83,8.88,0.37,5,-89.74808079302379,True
1913,13702,17,119,2,20110910,20110914,Low,Regular Air,6,35.44,0.08,209.0,12.32,7.5,0.38,4,5.894736842105263,False
1928,13795,1,23,2,20110410,20110413,Not Specified,Regular Air,30,15.99,0.04,501.32,-119.08,13.18,0.37,3,-23.753291310939122,True
1929,13795,1,120,2,20110410,20110413,Not Specified,Express Air,23,11.34,0.05,275.16,43.35,5.01,0.36,3,15.754470126471869,False
1930,13795,1,121,2,20110410,20110411,Not Specified,Regular Air,37,35.44,0.02,1302.99,545.49,5.09,0.38,1,41.86448092464255,False
1978,14116,51,122,2,20111009,20111011,High,Regular Air,1,30.98,0.09,40.1,-16.07,11.63,0.37,2,-40.074812967581046,True
1979,14116,51,123,2,20111009,20111010,High,Regular Air,42,34.54,0.09,1414.05,161.48,14.72,0.37,1,11.419681057954103,False
2013,14372,28,124,2,20121023,20121025,Critical,Delivery Truck,34,170.98,0.09,5350.61,-1059.2,60.49,0.69,2,-19.795873741498635,True
2058,14726,38,125,2,20120108,20120108,Low,Regular Air,15,20.95,0.07,310.87,-21.48,4.0,0.6,0,-6.909640685817222,True
2070,14819,46,126,2,20100125,20100127,Not Specified,Regular Air,48,207.48,0.09,9062.73,3122.78,0.99,0.55,2,34.45738756423285,False
2071,14819,46,127,2,20100125,20100126,Not Specified,Delivery Truck,27,58.14,0.07,1584.1,-478.22,36.61,0.61,1,-30.18875071018244,True
2114,15106,7,6,2,20110127,20110129,Not Specified,Regular Air,42,6.64,0.03,283.58,-14.23,4.95,0.37,2,-5.017984343042528,True
2115,15106,7,128,2,20110127,20110127,Not Specified,Delivery Truck,39,145.45,0.06,5403.37,948.79,17.85,0.56,0,17.559226926899324,False
2116,15106,7,129,2,20110127,20110129,Not Specified,Regular Air,35,2.21,0.03,82.15,-6.33,1.12,0.58,2,-7.705416920267802,True
2117,15108,42,130,2,20090827,20090829,High,Regular Air,50,40.99,0.02,2066.16,372.36,17.48,0.36,2,18.021837611801605,False
2129,15205,20,131,2,20110317,20110319,Critical,Delivery Truck,18,243.98,0.02,4605.36,678.26,43.32,0.55,2,14.727621727725955,False
2130,15205,20,132,2,20110317,20110318,Critical,Regular Air,42,39.98,0.02,1753.51,155.72,9.2,0.65,1,8.880474020678525,False
2161,15591,23,133,2,20120606,20120608,Critical,Regular Air,31,12.58,0.0,426.34,73.53,5.16,0.43,2,17.246798329971384,False
2206,15907,52,134,2,20110411,20110413,High,Delivery Truck,36,48.58,0.01,1837.44,-1414.41,54.11,0.69,2,-76.97720741901776,True
2207,15907,52,135,2,20110411,20110414,High,Express Air,36,105.98,0.04,3722.29,950.68,13.99,0.65,3,25.540191656211633,False
2208,15907,52,136,2,20110411,20110412,High,Regular Air,4,7.04,0.09,28.05,-5.41,2.17,0.38,1,-19.28698752228164,True
2209,15937,6,137,2,20121106,20121110,Low,Regular Air,32,9.78,0.04,311.44,74.07,1.99,0.43,4,23.783072180837397,False
2210,15937,6,138,2,20121106,20121115,Low,Express Air,17,12.22,0.01,215.65,77.38,2.85,0.55,9,35.882216554602365,False
2221,16039,30,139,2,20120516,20120517,High,Regular Air,3,43.98,0.1,121.12,-118.82,1.99,0.44,1,-98.10105680317041,True
2246,16193,29,140,2,20120409,20120411,Not Specified,Regular Air,8,34.76,0.0,300.2,6.41,8.22,0.57,2,2.1352431712191873,False
2247,16193,29,141,2,20120409,20120411,Not Specified,Regular Air,29,55.99,0.07,1364.8025,-183.68,5.0,0.83,2,-13.458357527920706,True
2281,16423,41,142,2,20120805,20120807,Medium,Regular Air,19,6.48,0.05,128.21,-55.13,6.57,0.37,2,-42.99976600889166,True
2283,16451,27,143,2,20090722,20090723,Not Specified,Regular Air,9,30.56,0.09,252.79,58.23,2.99,0.35,1,23.034930179200128,False
2294,16545,50,144,2,20100509,20100511,Not Specified,Regular Air,10,5.16,0.09,50.97,4.45,0.73,0.56,2,8.730625858348048,False
2295,16545,50,145,2,20100509,20100511,Not Specified,Regular Air,1,3.68,0.04,4.99,-3.06,1.32,0.83,2,-61.32264529058116,True
2296,16547,53,146,2,20090218,20090220,Not Specified,Delivery Truck,30,355.98,0.09,10554.63,1240.25,58.92,0.64,2,11.750767198850173,False
2297,16547,53,147,2,20090218,20090218,Not Specified,Delivery Truck,8,218.75,0.04,1749.64,-533.23,69.64,0.77,0,-30.476555177064995,True
2316,16706,28,148,2,20120627,20120628,High,Regular Air,47,41.47,0.03,1943.72,-1003.58,34.2,0.73,1,-51.63192229333443,True
2317,16706,28,149,2,20120627,20120628,High,Regular Air,6,2.78,0.01,18.37,-4.06,1.2,0.58,1,-22.101252041371797,True
2318,16706,28,150,2,20120627,20120629,High,Express Air,49,155.99,0.07,6175.777,1881.58,3.9,0.55,2,30.467097500444073,False
2323,16741,24,151,2,20100930,20101001,Medium,Regular Air,6,22.84,0.01,157.97,-42.38,16.87,0.39,1,-26.827878711147687,True
2346,16932,4,152,2,20100415,20100416,Critical,Regular Air,25,5.78,0.09,144.84,-120.99,8.09,0.36,1,-83.53355426677713,True
2347,16932,4,153,2,20100415,20100415,Critical,Regular Air,20,6.7,0.09,127.16,12.88,1.56,0.52,0,10.128971374646115,False
2383,17283,7,154,2,20110914,20110915,Not Specified,Delivery Truck,4,1360.14,0.06,5472.12,-2816.34,14.7,0.59,1,-51.4670730905024,True
2384,17286,1,115,2,20100921,20100922,High,Delivery Truck,7,270.98,0.09,1810.67,-541.87,50.0,0.77,1,-29.926491298800997,True
2402,17409,1,155,2,20100817,20100819,Not Specified,Regular Air,31,20.97,0.09,633.56,-158.87,6.5,0.78,2,-25.07576235873477,True
2445,17764,15,151,2,20090916,20090916,Low,Regular Air,27,22.84,0.04,644.4,-97.28,16.87,0.39,0,-15.096213531967722,True
2483,18080,40,156,2,20090622,20090623,High,Delivery Truck,7,180.98,0.1,1211.98,-80.83,26.2,0.59,1,-6.669251967854255,True
2487,18113,54,157,2,20120828,20120830,Not Specified,Delivery Truck,27,130.98,0.08,3316.08,-514.32,30.0,0.78,2,-15.509879134399656,True
2489,18144,25,158,2,20110607,20110609,Critical,Regular Air,48,4.28,0.09,207.08,-131.82,5.17,0.4,2,-63.65655785203786,True
2490,18144,25,159,2,20110607,20110609,Critical,Regular Air,8,28.28,0.09,234.28,-65.42,13.99,0.58,2,-27.923851801263446,True
2491,18144,25,160,2,20110607,20110609,Critical,Regular Air,41,55.99,0.09,1779.8915,-250.17,5.0,0.8,2,-14.05535112674003,True
2520,18308,31,161,2,20091009,20091011,Not Specified,Regular Air,30,3.8,0.05,114.12,15.73,1.49,0.38,2,13.783736417805818,False
2521,18308,31,162,2,20091009,20091009,Not Specified,Regular Air,15,30.73,0.09,436.05,-92.58,4.0,0.75,0,-21.231510147918815,True
2522,18308,31,163,2,20091009,20091010,Not Specified,Regular Air,49,125.99,0.0,5247.4835,1465.87,8.08,0.57,1,27.934723377405568,False
2615,18887,3,164,2,20101205,20101207,Not Specified,Regular Air,9,20.99,0.0,173.417,18.23,0.99,0.37,2,10.512233518051863,False
2624,19010,17,165,2,20090607,20090609,Low,Regular Air,18,1270.99,0.0,23792.93,10951.31,19.99,0.35,2,46.02758046192714,False
2637,19078,47,166,2,20090727,20090728,Critical,Regular Air,21,11.97,0.03,256.12,-18.19,4.98,0.58,1,-7.102139622052164,True
2643,19138,9,167,2,20110905,20110910,Low,Express Air,30,12.28,0.01,387.0,-31.45,6.13,0.57,5,-8.126614987080103,True
2726,19655,18,168,2,20090111,20090112,High,Regular Air,31,39.24,0.06,1143.45,304.42,1.99,0.51,1,26.622939350212075,False
2727,19686,18,169,2,20100815,20100815,Medium,Regular Air,2,17.98,0.06,42.31,-53.08,8.51,0.4,0,-125.45497518317183,True
2728,19686,18,170,2,20100815,20100817,Medium,Regular Air,11,12.95,0.04,152.67,12.76,4.98,0.4,2,8.357896115805332,False
2768,20007,24,114,2,20090805,20090806,Not Specified,Regular Air,49,1.68,0.08,82.61,-46.25,1.57,0.59,1,-55.985958116450796,True
2782,20071,55,171,2,20110917,20110919,Medium,Delivery Truck,31,25.98,0.1,789.94,-190.41,14.36,0.6,2,-24.10436235663468,True
2796,20160,56,172,2,20111022,20111024,Low,Express Air,42,10.31,0.08,435.24,174.89,1.79,0.38,2,40.18242808565389,False
2811,20263,57,173,2,20091114,20091115,Medium,Regular Air,8,59.78,0.05,473.7,72.51,10.29,0.39,1,15.307156428119065,False
2812,20263,57,174,2,20091114,20091116,Medium,Regular Air,33,20.99,0.08,553.5625,-76.86,1.25,0.83,2,-13.884611042113583,True
2935,21285,36,114,2,20100703,20100704,Medium,Regular Air,32,1.68,0.02,54.78,-30.54,1.57,0.59,1,-55.75027382256298,True
2936,21285,36,175,2,20100703,20100705,Medium,Regular Air,47,7.08,0.1,304.83,23.82,2.35,0.47,2,7.814191516583014,False
2956,21383,58,176,2,20090130,20090204,Low,Regular Air,31,574.74,0.07,16066.85,7416.43,24.49,0.37,5,46.15982597708947,False
2999,21607,59,177,2,20120315,20120317,Not Specified,Regular Air,17,36.55,0.09,618.9,54.92,13.89,0.41,2,8.873808369688156,False
3006,21636,60,178,2,20090810,20090810,Low,Regular Air,35,55.99,0.02,1665.0395,366.51,3.3,0.59,0,22.01209040386129,False
3052,21889,54,179,2,20100401,20100408,Low,Regular Air,21,51.75,0.08,1049.79,135.79,19.99,0.55,7,12.934967945970147,False
3053,21889,54,180,2,20100401,20100403,Low,Regular Air,16,55.29,0.1,817.18,103.38,5.08,0.59,2,12.650823563963877,False
3089,22151,28,51,2,20100731,20100731,High,Regular Air,49,9.65,0.1,465.83,-79.72,6.22,0.55,0,-17.11353927398407,True
3110,22342,10,181,2,20090529,20090605,Low,Regular Air,13,20.99,0.0,241.706,-92.96,3.3,0.81,7,-38.45994720859226,True
3135,22469,61,52,2,20101011,20101013,High,Regular Air,44,7.99,0.1,275.91,-162.37,5.03,0.6,2,-58.848900003624365,True
3138,22501,18,182,2,20100518,20100519,High,Express Air,2,7.64,0.04,30.83,7.27,1.39,0.36,1,23.580927667855985,False
3140,22532,4,183,2,20110208,20110208,Critical,Regular Air,13,8.85,0.03,121.66,-11.8,5.6,0.36,0,-9.699161597895776,True
3244,23264,3,184,2,20101207,20101209,Critical,Regular Air,16,6.48,0.02,108.42,-50.82,6.81,0.36,2,-46.87327061427781,True
